LoanID,CustomerName,Age,Gender,Region,EmploymentSector,MonthlyIncome,BranchID,OfficerID,ProductType,LoanAmount,InterestRate,CreditScoreAtOrigination,TermMonths,DisbursedDate
LN-107649,Sana Wallace,52,M,Liverpool,Self-Employed,2264.0,BR007,OF001,Mortgage,40000.0,5.75,621,190,2023-11-01
LN-101027,Oliver Wong,51,M,Glasgow,Salaried,1958.0,BR005,OF004,Personal,"£10,600",8.36,567,35,18/03/2024
LN-102444,Zara Ahmed,37,M,Liverpool,Public Sector,1901.0,BR007,OF030,Personal,5500.0,12.48,655,31,24/04/2024
LN-112147,Leah Patel,31,F,Glasgow,Salaried,2469.0,BR005,OF004,Auto,16500.0,7.62,668,53,2023-10-17
LN-111330,Dariusz Campbell,21,F,Sheffield,Public Sector,1673.0,BR010,OF034,Auto,27300.0,6.54,560,37,6 June 2024
LN-113938,Femi Suzuki,29,M,Leeds,Self-Employed,1050.0,BR004,OF029,SME,7400.0,8.02,548,50,2024-03-16
LN-113170,Grzegorz Adeyemi,26,F,glasgow,Self-Employed,1187.0,BR005,OF026,Auto,9700.0,8.66,521,26,21/09/2024
LN-105306,Aisha Hassan,38,F,Edinburgh,Self-Employed,4120.0,BR008,OF003,Auto,24000.0,7.56,606,43,2024-04-08
LN-116113,Agnieszka Wallace,38,F,Sheffield,Public Sector,1310.0,BR010,OF019,Mortgage,40000.0,3.64,657,168,10/03/2024
LN-117821,Imran Hassan,39,M,Liverpool,public sector,2391.0,BR007,OF028,Mortgage,40000.0,3.08,623,172,18/12/2024
LN-119675,Hana Al-Farsi,45,M,Birmingham,Public Sector,1946.0,BR003,OF005,Mortgage,40000.0,5.78,545,153,2023-10-17
LN-101604,Freya Hussain,36,F,Sheffield,Salaried,1654.0,BR010,OF039,Auto,17000.0,5.89,489,33,2023-10-04
LN-103481,George Saleh,48,F,Sheffield,Public Sector,1575.0,BR010,OF019,Auto,18500.0,7.66,557,35,12/11/2023
LN-118891,Mei Owusu,44,F,Bristol,Self-Employed,4873.0,BR006,OF007,Auto,12000.0,8.92,546,32,2024-12-04
LN-108063,Sana Asante,26,M,Sheffield,Gig/Freelance,2840.0,BR010,OF039,Auto,44300.0,5.96,503,37,2024-07-28
LN-106484,Femi Diallo,53,F,Leeds,Gig/Freelance,1800.0,BR004,OF038,Auto,12300.0,6.27,627,28,31/10/2023
LN-108546,Tomasz Zielinski,53,F,Sheffield,Salaried,1513.0,BR010,OF015,Auto,12500.0,7.2,620,55,2024-08-09
LN-108108,Ewa Ahmed,24,M,Liverpool,Public Sector,1175.0,BR007,OF022,Personal,2900.0,10.46,588,27,2 July 2024
LN-110089,Layla Campbell,34,F,Liverpool,Salaried,,BR007,OF022,Personal,12800.0,12.3,618,15,14 October 2023
LN-115077,Cormac Wong,45,F,Newcastle,Gig/Freelance,2956.0,BR009,OF018,Personal,3300.0,13.47,573,21,8 January 2024
LN-111292,Arjun Abara,35,F,Liverpool,Salaried,1950.0,BR007,OF016,Mortgage,40000.0,4.36,580,122,2024-12-10
LN-111545,Arjun Malik,38,F,glasgow,Public Sector,2063.0,BR005,OF036,Auto,12700.0,8.41,521,25,3 December 2024
LN-117818,Dariusz Lewandowski,22,F,Bristol,Self-Employed,894.0,BR006,OF032,SME,5000.0,6.53,478,29,2023-10-15
LN-106920,Yusuf Kelly,31,M,Birmingham,Salaried,4610.0,BR003,OF010,Auto,22100.0,9.78,579,41,23/10/2023
LN-102020,Isla Hassan,45,F,Glasgow,Salaried,2006.0,BR005,OF014  ,Personal,6800.0,12.19,614,32,27/02/2024
LN-112836,Xin Kaminski,36,M,Birmingham,self-employed,3462.0,BR003,OF021,Personal,17000.0,13.65,607,25,2024-07-23
LN-117170,Anna Iqbal,55,F,Leeds,Public Sector,2149.0,BR004,OF029,Mortgage,40000.0,5.07,611,210,2024-09-28
LN-117705,Siobhan Mensah,23,M,Bristol,Gig/Freelance,1464.0,BR006,OF037,Personal,4900.0,8.27,519,22,2023-12-11
LN-113115,Faisal Iqbal,39,F,Glasgow,SELF-EMPLOYED,2787.0, BR005 ,OF014,Auto,55000.0,5.41,546,35,2024-03-18
LN-115389,Declan Walsh,44,M,Edinburgh,Salaried,2926.0,BR008,OF006  ,Personal,14100.0,9.06,571,33,18/04/2024
LN-101453,Faisal Iqbal,57,F,LONDON,Salaried,2117.0,BR001,OF009,Mortgage,64100.0,4.8,702,262,2024-09-11
LN-104387,Freya Smith,25,M,Sheffield,Public Sector,2633.0,BR010,OF039,Auto,"£14,400",7.4,693,53,2024-05-23
LN-112220,Bilal Kaminski,37,F,Liverpool,Self-Employed,2918.0,BR007,OF017,Personal,15200.0,10.51,461,24,26 June 2024
LN-111535,Emily Suzuki,42,M,Leeds,Salaried,1627.0,BR004,OF029,Personal,5500.0,12.94,549,12,30 October 2023
LN-106535,Ceri Kowalski,45,F,Newcastle,Salaried,2245.0,BR009,OF035,Personal,4700.0,14.74,607,13,1 November 2024
LN-112818,Cian Khan,34,M,Sheffield,Public Sector,1550.0,BR010,OF039  ,Auto,43500.0,5.68,552,53,2023-12-29
LN-117495,Piotr Lewandowski,40,F,Manchester,Salaried,,BR002,OF033,Auto,19400.0,9.57,637,42,2024-12-02
LN-118526,Bilal Owusu,43,F,Sheffield,Self-Employed,2131.0,BR010,OF034,Personal,5600.0,10.4,608,32,2024-03-05
LN-101182,Layla Smith,48,F,Birmingham,Self-Employed,2144.0, BR003 ,OF021,SME,8900.0,11.22,562,29,13/06/2024
LN-111521,Zara Suzuki,34,M,Bristol,Self-Employed,4144.0, BR006 ,OF007,SME,11800.0,6.52,735,24,2024-09-02
LN-102714,Shanice Sheikh,49,M,Leeds,Salaried,2586.0,BR004,OF029  ,Personal,8800.0,11.33,593,27,06/06/2024
LN-114892,Kofi Ahmed,39,F,Birmingham,Public Sector,947.0,BR003,OF021,Mortgage,40000.0,4.67,529,203,17/12/2023
LN-113728,Wei Asante,34,F,London,Self-Employed,1067.0,BR001,OF023,Auto,3000.0,7.74,566,35,22/12/2023
LN-111246,Niamh Al-Farsi,34,F,Liverpool,Gig/Freelance,5453.0,BR007,OF027,Personal,"£25,000",8.15,599,26,01/12/2024
LN-118931,Dariusz Hassan,43,M,Glasgow,Self-Employed,2463.0,BR005,OF036,Personal,"£25,000",10.71,506,33,03/03/2024
LN-106812,Isla Asante,25,M,Newcastle,Salaried,1467.0, BR009 ,OF018,Mortgage,40300.0,5.15,533,274,18/05/2024
LN-105090,Priya Zielinski,25,F,Sheffield,Salaried,2521.0,BR010,OF015,Personal,18200.0,8.33,606,23,26 April 2024
LN-109020,Marta Liu,21,M,Glasgow,Public Sector,2263.0,BR005,OF036,Personal,"£2,800",9.23,621,13,2024-01-07
LN-116130,Layla Nowak,34,F,Sheffield,Salaried,1516.0,BR010,OF020,Personal,9300.0,13.93,591,32,2023-11-02
LN-109091,Ceri Murray,23,M,Newcastle,Self-Employed,1916.0,BR009,OF035,Auto,18700.0,9.58,549,46,26/12/2023
LN-110494,Amelia Tanaka,38,F,Liverpool,Gig/Freelance,9842.0,BR007,OF022,SME,"£188,700",9.87,485,42,14 December 2024
LN-114796,Dariusz Patel,31,F,Newcastle,Salaried,2472.0,BR009,OF035,Personal,7700.0,9.47,646,20,2024-08-21
LN-104037,Shanice Saleh,33,F,Liverpool,Gig/Freelance,2882.0,BR007,OF001,Personal,25000.0,11.82,468,27,03/05/2024
LN-106661,Leah Liu,26,F,Sheffield,Public Sector,957.0,BR010,OF034,SME,5500.0,9.37,654,41,10/10/2023
LN-116869,Priya Asante,33,M,Glasgow,Self-Employed,1390.0,BR005,OF014,Auto,4100.0,9.53,686,46,09/03/2024
LN-118383,Fraser Zielinski,21,F,Bristol,Salaried,2178.0,BR006,OF032,Auto,9300.0,6.01,569,56,15 January 2024
LN-112340,Rhys Kelly,41,M,Glasgow,Salaried,2751.0, BR005 ,OF036,Auto,18700.0,7.84,755,48,09/12/2024
LN-104935,Omar Khan,41,F,Liverpool,Salaried,1841.0,BR007,OF022,Mortgage,62500.0,3.11,601,273,2023-11-28
LN-104484,Wei Karimi,38,M,Leeds,Salaried,1619.0,BR004,OF025  ,Mortgage,131300.0,4.14,527,292,18 May 2024
LN-104128,Xin Nowak,33,F,Bristol,Public Sector,2507.0,BR006,OF032,Auto,20500.0,6.95,664,36,28/10/2023
LN-106291,Ling Lewandowski,21,F,Birmingham,Self-Employed,2621.0,BR003,OF021,SME,42600.0,10.74,539,52,20/08/2024
LN-119618,Rhys Hussain,32,F,Glasgow,Public Sector,2375.0,BR005,OF004,Mortgage,64600.0,4.73,538,258,2024-01-29
LN-106132,Damian Adeyemi,41,M,Glasgow,Salaried,2908.0,BR005,OF036,Personal,25000.0,10.66,599,27,28/12/2023
LN-104007,Shanice Begum,36,M,Leeds,Self-Employed,1202.0,BR004,OF029,Mortgage,40000.0,5.91,629,205,2024-11-01
LN-108341,Thomas Taylor,41,F,Liverpool,Public Sector,2152.0,BR007,OF027,Mortgage,74500.0,3.23,698,289,12/09/2024
LN-115110,Oliver Malik,24,F,Leeds,Public Sector,3418.0,BR004,OF024,Auto,25000.0,6.54,522,50,2024-12-29
LN-118775,Oliver Hussain,28,F,Bristol,Public Sector,3251.0,BR006,OF037,Personal,18500.0,14.53,599,35,2024-05-27
LN-118645,Agnieszka Owusu,23,M,Birmingham,Salaried,3647.0,BR003,OF005,Personal,8000.0,8.33,547,35,2024-05-03
LN-106165,Piotr Ahmed,33,F,leeds,Self-Employed,3523.0,BR004,OF038  ,SME,27600.0,11.93,0,52,03/10/2024
LN-109931,Arjun Patel,31,M,Sheffield,Self-Employed,1926.0,BR010,OF020,SME,"£14,300",7.39,631,52,2024-05-02
LN-119303,Thomas Byrne,45,F,Bristol,Public Sector,2350.0, BR006 ,OF007,Auto,41500.0,8.52,473,46,2024-07-28
LN-112916,Aisha Suzuki,23,M,Liverpool,salaried,1645.0, BR007 ,OF030,Personal,10400.0,12.42,602,28,2024-11-02
LN-100451,Siobhan Mensah,50,F,London,Salaried,1598.0,BR001,OF009,SME,11200.0,9.04,534,53,23/08/2024
LN-113540,Marta Zhang,43,M,Sheffield,Salaried,2716.0,BR010,OF034,Mortgage,40000.0,4.7,630,294,2023-11-08
LN-108496,Fraser Wallace,30,F,Leeds,Public Sector,2937.0,BR004,OF025  ,SME,17400.0,8.9,615,52,9 July 2024
LN-117612,Oliver Hassan,37,M,Glasgow,Salaried,2683.0,BR005,OF004,Mortgage,40000.0,5.0,654,216,01/03/2024
LN-105671,Piotr Al-Farsi,41,M,Leeds,Salaried,1431.0,BR004,OF024,Personal,2700.0,8.02,674,19,2023-12-25
LN-111040,Xin Al-Farsi,39,F,Sheffield,Self-Employed,1366.0,BR010,OF015,SME,5300.0,9.06,729,31,2024-05-25
LN-115841,Grzegorz Asante,40,F,Liverpool,Salaried,2416.0,BR007,OF040,Auto,20400.0,8.65,594,59,2023-11-27
LN-104309,Hana Boateng,43,M,Newcastle,Public Sector,1780.0,BR009,OF018,Mortgage,40000.0,4.66,516,105,2024-09-16
LN-102361,Kofi Wallace,40,F,Birmingham,Public Sector,1744.0,BR003,OF010,Auto,14100.0,5.17,672,51,29/06/2024
LN-106029,Priya Al-Farsi,34,M,sheffield,salaried,1805.0,BR010,OF020,Mortgage,157500.0,4.43,552,255,2024-11-07
LN-106954,Aoife Chen,44,F,Liverpool,Public Sector,2387.0,BR007,OF028,Mortgage,48400.0,5.07,633,109,20/12/2023
LN-119969,Amelia Okafor,34,M,Birmingham,Self-Employed,957.0,BR003,OF031,Personal,4100.0,14.6,568,35,2023-10-28
LN-112294,Ling Abara,56,F,Sheffield,Salaried,3920.0,BR010,OF020,Mortgage,64000.0,5.14,552,130,2023-11-05
LN-106557,Hana Lewandowski,33,F,Liverpool,Salaried,3572.0,BR007,OF022,Personal,25000.0,8.45,562,31,2024-09-30
LN-107524,Chidinma Patel,35,M,Liverpool,Gig/Freelance,1603.0,BR007,OF017,SME,16400.0,11.79,545,24,19 February 2024
LN-116777,Grzegorz Doyle,54,M,Birmingham,Salaried,4715.0,BR003,OF010,Mortgage,185900.0,4.03,593,143,29 September 2024
LN-118040,Tomasz Asante,28,M,Sheffield,Salaried,1191.0,BR010,OF039,Auto,26100.0,5.08,460,36,21/12/2024
LN-107019,Oliver Zielinski,28,M,Birmingham,Gig/Freelance,800.0,BR003,OF008,SME,5000.0,7.37,579,39,2024-08-12
LN-108377,Tanya Nwosu,40,F,Liverpool,SELF-EMPLOYED,1566.0,BR007,OF001,Personal,8000.0,11.37,611,35,30 March 2024
LN-112947,Agnieszka Suzuki,39,M,Liverpool,Gig/Freelance,2503.0,BR007,OF017,Personal,16400.0,11.45,661,24,17 October 2024
LN-102885,Femi Al-Farsi,37,M,Bristol,Salaried,1701.0,BR006,OF007,Auto,11700.0,9.76,668,42,26/08/2024
LN-112492,Imran Khan,36,M,Glasgow,Public Sector,1851.0,BR005,OF036,Personal,15500.0,9.64,558,19,2024-10-09
LN-102794,Ceri Chen,21,F,Birmingham,Salaried,2642.0,BR003,OF012,SME,37500.0,8.05,510,48,08/01/2024
LN-114902,Wei Osei,56,F,Birmingham,Public Sector,2199.0,BR003,OF012,Personal,16900.0,13.1,581,30,16 October 2024
LN-101114,Aoife Patel,42,M,Birmingham,Public Sector,1988.0,BR003,OF012,Mortgage,65900.0,3.27,563,286,2024-09-15
LN-105502,Fraser Al-Farsi,56,M,Liverpool,Public Sector,2348.0,BR007,OF002,Personal,16800.0,12.78,479,30,26 December 2023
LN-101768,Noor Suzuki,44,F,Bristol,Public Sector,2540.0,BR006,OF007,SME,18100.0,7.41,0,58,02/05/2024
LN-117174,Shanice Suzuki,39,F,LEEDS,Public Sector,1517.0,BR004,OF024,Personal,6000.0,14.1,553,34,04/04/2024
LN-106195,Rhys Tanaka,44,F,Birmingham,Salaried,1950.0,BR003,OF010,Mortgage,67200.0,5.54,650,273,13/11/2024
LN-116889,Raj Iqbal,42,M,Edinburgh,Salaried,2504.0,BR008,OF003,Mortgage,45700.0,4.8,514,141,2024-03-04
LN-107575,George Adeyemi,28,F,Glasgow,Salaried,1903.0,BR005,OF011,Mortgage,109800.0,5.5,557,219,2024-06-30
LN-101642,Siobhan Wong,37,M,Sheffield,Gig/Freelance,2285.0,BR010,OF020,Personal,17600.0,10.35,572,29,2024-02-22
LN-113250,Jack Walsh,41,M,Liverpool,Gig/Freelance,2342.0,BR007,OF027,Auto,24400.0,8.37,458,39,03/02/2024
LN-107696,Imran Iqbal,54,F,London,Self-Employed,4621.0,BR001,OF023,SME,102700.0,10.72,508,58,2024-03-14
LN-103350,Aoife Zhang,48,F,London,Self-Employed,2276.0,BR001,OF013,Personal,4400.0,12.0,594,13,2024-06-30
LN-106061,Omar Wojcik,49,F,Leeds,Gig/Freelance,800.0,BR004,OF024,Personal,1900.0,10.64,676,15,2024-08-10
LN-102571,Wojciech Karimi,26,M,Edinburgh,Salaried,1591.0, BR008 ,OF003,Personal,7200.0,11.69,613,35,2024-05-19
LN-115427,Marta Zhang,48,M,Leeds,Public Sector,2113.0,BR004,OF029,Mortgage,40000.0,3.69,600,227,04/08/2024
LN-112633,Grzegorz Smith,27,F,leeds,Salaried,2228.0,BR004,OF038,Mortgage,46600.0,3.64,608,119,2024-05-26
LN-102752,Wei Saleh,45,M,Liverpool,self-employed,2026.0,BR007,OF016,Personal,10600.0,11.02,529,33,2024-02-24
LN-119210,Faisal Owusu,50,M,Newcastle,Salaried,3085.0,BR009,OF018,Mortgage,186400.0,4.43,564,177,18/01/2024
LN-103784,Amelia Saleh,50,M,Liverpool,gig/freelance,800.0,BR007,OF027,Personal,3000.0,9.1,575,29,21/12/2023
LN-116442,Oliver Karimi,47,M,Bristol,Salaried,1616.0,BR006,OF007,Auto,18800.0,5.03,652,42,2023-11-01
LN-116375,Leah Murray,30,M,Bristol,Public Sector,2306.0,BR006,OF037,Personal,7400.0,8.47,548,20,2024-06-25
LN-103470,Oliver Smith,21,F,Liverpool,Salaried,1681.0,BR007,OF002,SME,9900.0,11.1,679,24,19 January 2024
LN-103100,Ewa Osei,24,M,Leeds,Gig/Freelance,1400.0,BR004,OF029,Personal,18800.0,12.23,578,34,2023-11-23
LN-114059,Marcus Owusu,43,F,Sheffield,Self-Employed,1484.0,BR010,OF034,SME,10800.0,8.72,603,44,2024-11-19
LN-115628,Cian Liu,43,M,Bristol,Gig/Freelance,900.0,BR006,OF007,SME,5000.0,10.72,582,59,12 March 2024
LN-102848,Aoife Ahmed,28,M,Leeds,Self-Employed,1468.0,BR004,OF024,Auto,17200.0,8.2,596,56,09/12/2024
LN-108797,Freya Wallace,60,M,Bristol,SALARIED,2354.0,BR006,OF032,Mortgage,82500.0,3.2,631,284,16 January 2024
LN-107704,Fatima Osei,37,F,Birmingham,Public Sector,2423.0,BR003,OF008,Mortgage,54600.0,4.42,514,205,2024-09-15
LN-104672,Jun Kowalski,23,F,Birmingham,Self-Employed,3037.0,BR003,OF010,Personal,22200.0,11.25,548,25,2024-02-06
LN-114992,Raj Taylor,32,F,Birmingham,Self-Employed,2435.0,BR003,OF008,SME,"£28,200",6.9,630,59,2024-03-20
LN-107723,Tanya Campbell,44,M,London,Public Sector,2159.0,BR001,OF009,Mortgage,40000.0,4.25,626,255,14/06/2024
LN-106198,Siobhan Malik,42,F,Birmingham,Self-Employed,3767.0,BR003,OF005,Auto,33000.0,5.59,600,33,27/12/2024
LN-101535,Cian Choudhury,40,F,London,Public Sector,1456.0,BR001,OF013,Mortgage,47200.0,4.85,687,291,2024-03-06
LN-108474,Anna Khan,48,F,Sheffield,Public Sector,1710.0,BR010,OF019,Personal,23800.0,10.02,519,24,2024-08-10
LN-104391,Marta Choudhury,46,F,Birmingham,Self-Employed,3494.0,BR003,OF005,Auto,60000.0,9.28,544,59,01/12/2023
LN-115375,Niamh Saleh,36,M,Bristol,Public Sector,1335.0,BR006,OF007,Mortgage,45100.0,3.41,-1,236,2024-03-15
LN-102988,Freya Kaminski,40,F,Liverpool,Public Sector,1970.0,BR007,OF002,Mortgage,40000.0,4.55,681,97,26/05/2024
LN-110791,Ewa Liu,34,F,Liverpool,Self-Employed,3858.0,BR007,OF022,Auto,26300.0,7.04,676,53,17/12/2024
LN-109539,Bilal Murray,30,F,Bristol,Gig/Freelance,2036.0,BR006,OF032,Personal,4300.0,10.84,581,28,18/10/2023
LN-108826,Marta Murray,32,F,Glasgow,Gig/Freelance,2462.0,BR005,OF014  ,Personal,10300.0,11.59,557,15,2024-03-02
LN-110919,Siobhan Kaminski,40,M,Glasgow,Salaried,2544.0,BR005,OF036,Mortgage,173200.0,4.16,568,142,2024-04-19
LN-108510,Aisha Byrne,39,F,Liverpool,Salaried,5241.0,BR007,OF030,SME,14700.0,7.11,558,50,2023-10-01
LN-115239,Layla Saleh,47,F,Liverpool,Gig/Freelance,2298.0,BR007,OF017,SME,49800.0,11.6,512,44,6 June 2024
LN-101282,Xin Al-Farsi,40,M,Glasgow,Public Sector,3163.0,BR005,OF026,Personal,25000.0,14.65,546,30,21/08/2024
LN-112968,Omar Nwosu,29,M,Birmingham,Self-Employed,2000.0,BR003,OF008,Personal,14500.0,12.91,579,33,27/11/2024
LN-118846,Grzegorz Hassan,41,F,Sheffield,Self-Employed,1040.0,BR010,OF015,Mortgage,40000.0,5.62,516,228,2024-12-30
LN-116617,Ewa Mensah,30,F,Leeds,Self-Employed,5455.0,BR004,OF024,SME,46900.0,10.18,606,36,4 November 2024
LN-118143,Wojciech Diallo,21,F,Glasgow,Salaried,1274.0, BR005 ,OF014,Mortgage,46500.0,4.39,598,87,2024-07-24
LN-113014,Mei Wong,35,M,Sheffield,salaried,1556.0,BR010,OF034,Auto,14700.0,9.14,669,54,24/02/2024
LN-103707,Omar Hussain,32,F,Edinburgh,Self-Employed,3294.0, BR008 ,OF003,Personal,25000.0,11.22,649,33,2024-05-27
LN-110885,Niamh Diallo,26,F,Glasgow,Public Sector,1207.0,BR005,OF011,SME,5000.0,6.95,614,30,15/06/2024
LN-114493,Jun Ahmed,28,M,Leeds,Self-Employed,2377.0,BR004,OF038,Personal,2700.0,11.06,645,15,10/12/2023
LN-113797,Sophie Zielinski,28,F,Leeds,Public Sector,2380.0,BR004,OF024,Personal,19900.0,8.99,625,28,12/10/2024
LN-117661,Sophie Taylor,43,M,Sheffield,Gig/Freelance,1544.0,BR010,OF019,Personal,2100.0,10.71,608,25,17/10/2024
LN-115853,Layla Adeyemi,46,F,Newcastle,Salaried,1292.0,BR009,OF035,Mortgage,40000.0,3.64,633,151,17 November 2023
LN-112621,Marcus Choudhury,42,M,Birmingham,Gig/Freelance,2693.0,BR003,OF021,Auto,10100.0,9.05,625,37,2024-03-13
LN-104388,Siobhan Kowalski,21,M,Sheffield,Salaried,2196.0,BR010,OF039  ,Mortgage,92500.0,5.42,645,235,2024-11-11
LN-104706,Kofi Boateng,37,M,Liverpool,self-employed,4000.0,BR007,OF022,Personal,25000.0,14.0,640,33,28 February 2024
LN-118553,Shanice Choudhury,32,M,Newcastle,Salaried,1442.0, BR009 ,OF018,Personal,"£22,200",8.33,524,24,2024-05-13
LN-109800,Yusuf Ahmed,33,M,Liverpool,Self-Employed,2715.0,BR007,OF022,SME,8600.0,11.6,475,38,01/11/2023
LN-111289,Aisha Hussain,41,M,Manchester,Gig/Freelance,1441.0,BR002,OF033,SME,14700.0,9.25,622,55,18/10/2023
LN-108091,Layla Nwosu,38,M,Glasgow,Public Sector,2387.0,BR005,OF004,Mortgage,42900.0,4.39,588,206,1 October 2024
LN-106384,Kofi Suzuki,67,M,London,Gig/Freelance,800.0,BR001,OF023  ,Auto,3500.0,9.13,663,46,2024-11-17
LN-118674,Zara Hussain,35,M,Bristol,Self-Employed,1248.0,BR006,OF007,Personal,5800.0,10.09,999,27,01/08/2024
LN-118136,Grzegorz Smith,39,F,Manchester,Public Sector,2382.0,BR002,OF033  ,Mortgage,75400.0,5.03,547,278,21 June 2024
LN-111974,Wei Murray,27,M,Liverpool,Self-Employed,1286.0, BR007 ,OF001,SME,15700.0,9.17,701,55,19/02/2024
LN-114984,Shanice Rahman,40,F,Newcastle,Salaried,2231.0,BR009,OF035,Auto,17800.0,5.5,606,40,17/01/2024
LN-116954,Emily Rahman,31,M,Liverpool,Gig/Freelance,1142.0,BR007,OF028,Personal,7000.0,10.3,670,29,2024-04-13
LN-115764,Kofi Taylor,30,F,Liverpool,Salaried,1458.0,BR007,OF040  ,Personal,6500.0,9.37,667,16,30/01/2024
LN-102267,Femi Saleh,44,F,birmingham,Public Sector,1876.0,BR003,OF031,Personal,4600.0,8.69,696,18,06/05/2024
LN-117733,Amelia Murray,21,M,Sheffield,Salaried,2492.0,BR010,OF015,Mortgage,132300.0,3.25,589,156,2024-05-23
LN-115970,Niamh Zhang,27,F,Liverpool,Salaried,1966.0,BR007,OF017,Auto,19200.0,6.54,539,53,2024-01-24
LN-118452,Wojciech Owusu,30,F,Sheffield,Salaried,3949.0,BR010,OF034,Auto,10600.0,6.84,569,34,11/09/2024
LN-111286,Piotr Hassan,42,M,Birmingham,Self-Employed,1439.0,BR003,OF010,Personal,2400.0,8.74,663,15,2024-01-22
LN-102133,Jun Kowalski,31,M,Edinburgh,Salaried,1374.0,BR008,OF006,SME,5000.0,11.43,667,51,06/11/2024
LN-115609,Aoife Saleh,40,F,Sheffield,Gig/Freelance,,BR010,OF039,SME,10400.0,8.67,582,53,29/11/2024
LN-115851,Xin Murray,45,F,Sheffield,Gig/Freelance,827.0,BR010,OF019,Personal,10000.0,9.42,587,28,27/12/2024
LN-100828,Kofi Byrne,59,F,LONDON,Self-Employed,2716.0,BR001,OF009,SME,56900.0,9.84,519,58,27 November 2023
LN-119511,Shanice Okafor,39,F,Glasgow,Self-Employed,1799.0,BR005,OF014,Personal,2800.0,8.15,589,18,2024-01-18
LN-118106,Xin Saleh,32,F,Liverpool,Salaried,1841.0,BR007,OF040,Auto,11200.0,6.55,607,39,20/03/2024
LN-106224,Jack Kaminski,33,M,Sheffield,Public Sector,1650.0, BR010 ,OF015,Personal,4800.0,12.71,604,33,2024-06-24
LN-106056,Ewa Chen,37,M,Manchester,Public Sector,1410.0,BR002,OF033,Mortgage,40000.0,4.6,659,210,2024-08-23
LN-108842,George Zhang,50,F,Liverpool,Salaried,1911.0,BR007,OF022,SME,5900.0,11.22,668,36,2024-11-05
LN-109272,Hana Suzuki,41,M,Sheffield,Salaried,2095.0,BR010,OF039,Personal,15800.0,14.42,583,21,16/10/2023
LN-117509,Yusuf Asante,40,M,Birmingham,Salaried,3062.0,BR003,OF008,SME,14000.0,7.25,540,40,01/11/2023
LN-101084,Marcus Mensah,37,F,Liverpool,Gig/Freelance,1196.0,BR007,OF002,SME,5000.0,8.38,680,39,31 October 2023
LN-103669,Oliver Sheikh,37,F,Liverpool,Salaried,3507.0,BR007,OF030,Auto,34300.0,8.89,601,46,10/09/2024
LN-114970,Dariusz Begum,33,M,Birmingham,Self-Employed,5396.0,BR003,OF021,SME,68500.0,11.68,562,41,2024-01-20
LN-119474,Damian Suzuki,36,M,Leeds,Self-Employed,1456.0,BR004,OF025,SME,5100.0,9.51,634,47,10/11/2024
LN-108891,Hana Sheikh,47,M,Liverpool,GIG/FREELANCE,1097.0,BR007,OF040,SME,15200.0,10.4,579,45,01/12/2023
LN-119792,Agnieszka Malik,39,F,Birmingham,PUBLIC SECTOR,1960.0,BR003,OF005,Auto,10200.0,7.21,623,59,30/08/2024
LN-104115,Jun Smith,40,F,Liverpool,Self-Employed,2755.0,BR007,OF017,Personal,22900.0,11.69,558,16,23 July 2024
LN-110723,Marcus Mensah,43,M,Edinburgh,Gig/Freelance,,BR008,OF003,Personal,"£25,000",8.14,705,30,02/08/2024
LN-106246,Emily Saleh,31,F,London,Salaried,1844.0,BR001,OF023,Auto,22900.0,6.59,604,44,04/04/2024
LN-119588,Priya Zielinski,52,F,Glasgow,Salaried,1777.0,BR005,OF004  ,SME,8300.0,6.01,528,31,18/02/2024
LN-114781,Sana Boateng,51,F,Sheffield,Salaried,3044.0,BR010,OF039,Auto,20000.0,9.99,678,42,8 March 2024
LN-113691,Xin Osei,41,M,Liverpool,Public Sector,1701.0,BR007,OF028,Mortgage,40000.0,4.44,548,151,25/08/2024
LN-104351,Fraser Kowalski,51,F,Edinburgh,Salaried,2872.0,BR008,OF003,Personal,13300.0,11.95,532,23,12/09/2024
LN-113724,Agnieszka Khan,35,F,BRISTOL,Public Sector,1702.0,BR006,OF032,Personal,23800.0,11.03,528,33,2024-07-20
LN-104401,Declan Campbell,38,M,Birmingham,Public Sector,1500.0,BR003,OF021,Personal,6100.0,10.32,474,15,18/12/2024
LN-100322,Piotr Chen,43,F,Bristol,Salaried,3165.0,BR006,OF007,Mortgage,149200.0,4.63,493,291,17 February 2024
LN-112284,Harry Wallace,39,F,Birmingham,Self-Employed,800.0,BR003,OF005,Personal,2800.0,11.5,541,33,26 July 2024
LN-116640,Agnieszka Al-Farsi,49,M,Glasgow,Salaried,1770.0,BR005,OF014,Personal,12800.0,12.14,0,21,11 May 2024
LN-100383,Rhys Evans,29,M,Birmingham,Salaried,1878.0,BR003,OF005,Mortgage,40000.0,5.33,633,160,09/10/2023
LN-114713,Chidinma Malik,27,M,Birmingham,Public Sector,1911.0,BR003,OF008,Personal,3000.0,13.99,614,30,8 February 2024
LN-118082,Kwame Okafor,21,M,Newcastle,Gig/Freelance,1326.0,BR009,OF018  ,Auto,19600.0,7.9,556,41,03/11/2024
LN-110105,Tomasz Malik,29,M,Liverpool,Salaried,4509.0,BR007,OF040,Mortgage,111500.0,3.28,587,165,2024-03-23
LN-106753,Imran Owusu,31,M,Bristol,Gig/Freelance,1007.0,BR006,OF037,SME,15900.0,10.67,521,34,11/05/2024
